t,task_id,task_type,method,worker_id,model_id,request_id,success,failure_reason,format_ok,prompt_tokens,completion_tokens,total_tokens,latency_ms,cost_usd,cost_source,cost_exact_usd,cost_fallback_usd,decomp_used,decomp_request_id,raw_output_path,planner_raw_output_path,timestamp
32,gsm8k_1006,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675785-jtsd9DIRTzmo0yMCbNJp,1,ok,1,200,458,658,2814,0.001205,usage_estimate,,0.001205,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0032_gsm8k_1006_solver.json,,1773675797
33,gsm8k_826,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675797-Ow51ylVeM6xjINdoFu6s,1,ok,1,162,412,574,3160,0.0010785999999999999,usage_estimate,,0.0010785999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0033_gsm8k_826_solver.json,,1773675811
34,gsm8k_1101,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675811-1LoulvEBurrNFHBP63oO,1,ok,1,131,431,562,2515,0.0011168,usage_estimate,,0.0011168,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0034_gsm8k_1101_solver.json,,1773675824
35,gsm8k_938,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675825-5zMmJ4asgM2xArGEU7I1,1,ok,1,155,380,535,4295,0.0009965000000000002,usage_estimate,,0.0009965000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0035_gsm8k_938_solver.json,,1773675837
36,humaneval_HumanEval/118,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675838-UK0m6p1ctnCCDgGoTnY2,1,ok,1,233,1061,1294,7091,0.0027224000000000003,usage_estimate,,0.0027224000000000003,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0036_humaneval_HumanEval_118_solver.json,,1773675854
37,gsm8k_797,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675855-Yfg39aANm5gFlmuBGNTn,1,ok,1,153,276,429,2787,0.0007358999999999999,usage_estimate,,0.0007358999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0037_gsm8k_797_solver.json,,1773675866
38,humaneval_HumanEval/119,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675866-GNKFo8bFcnaOTGqehRb4,1,ok,1,250,986,1236,7298,0.0025399999999999997,usage_estimate,,0.0025399999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0038_humaneval_HumanEval_119_solver.json,,1773675882
39,humaneval_HumanEval/70,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675883-Y1TAqOEHrUK2LIY8hDh9,1,ok,1,209,907,1116,5795,0.0023302,usage_estimate,,0.0023302,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0039_humaneval_HumanEval_70_solver.json,,1773675898
40,gsm8k_423,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675899-DuyRrC7fu2CYH0T9IrS9,0,wrong_answer,1,205,1012,1217,12088,0.0025915,usage_estimate,,0.0025915,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0040_gsm8k_423_solver.json,,1773675919
41,humaneval_HumanEval/78,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675920-erRtMBQ7NarSfzbitDEI,1,ok,1,407,1139,1546,5917,0.0029696,usage_estimate,,0.0029696,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0041_humaneval_HumanEval_78_solver.json,,1773675935
42,gsm8k_1202,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675935-EN4pRZrjQbo4nCd3PBLb,1,ok,1,141,673,814,5591,0.0017248,usage_estimate,,0.0017248,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0042_gsm8k_1202_solver.json,,1773675949
43,humaneval_HumanEval/29,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675950-c1ZGJ00yvOVgtIwCQfTD,1,ok,1,170,554,724,6108,0.001436,usage_estimate,,0.001436,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0043_humaneval_HumanEval_29_solver.json,,1773675965
44,gsm8k_109,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675965-ndG1eUbihqPg6BvSxMil,0,wrong_answer,1,150,425,575,3211,0.0011074999999999998,usage_estimate,,0.0011074999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0044_gsm8k_109_solver.json,,1773675977
45,gsm8k_405,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675977-foKCSXRDTk6lXwk7TkWK,1,ok,1,184,736,920,8028,0.0018952,usage_estimate,,0.0018952,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0045_gsm8k_405_solver.json,,1773675995
46,gsm8k_304,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773675996-B5BzQj1MyrRiPS1P1E9n,1,ok,1,150,1009,1159,7759,0.0025674999999999995,usage_estimate,,0.0025674999999999995,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0046_gsm8k_304_solver.json,,1773676012
47,gsm8k_1136,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676013-ciCHelRa3VZ8XkpSApie,1,ok,1,135,560,695,10124,0.0014404999999999997,usage_estimate,,0.0014404999999999997,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0047_gsm8k_1136_solver.json,,1773676031
48,gsm8k_130,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676032-O6VjHsdlbh3CUGHVhSBU,1,ok,1,145,159,304,2546,0.000441,usage_estimate,,0.000441,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0048_gsm8k_130_solver.json,,1773676043
49,gsm8k_1224,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676044-GVp1wF2PbSHjGKj2KIRZ,1,ok,1,128,178,306,2871,0.0004834,usage_estimate,,0.0004834,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0049_gsm8k_1224_solver.json,,1773676056
50,gsm8k_1052,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676057-YFHmQvapU3BQ112hlqnp,1,ok,1,163,354,517,3843,0.0009339,usage_estimate,,0.0009339,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0050_gsm8k_1052_solver.json,,1773676069
51,gsm8k_1169,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676070-1q0yzBi5oaBgw7uIqSH4,1,ok,1,145,625,770,4926,0.001606,usage_estimate,,0.001606,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0051_gsm8k_1169_solver.json,,1773676084
52,gsm8k_895,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676085-aNnVcYs9yAkIZlrnvpfB,1,ok,1,154,232,386,2360,0.0006262,usage_estimate,,0.0006262,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0052_gsm8k_895_solver.json,,1773676096
53,humaneval_HumanEval/114,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676096-J74sdvjAL4IhX0JiZbwv,1,ok,1,162,1138,1300,6683,0.0028936,usage_estimate,,0.0028936,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0053_humaneval_HumanEval_114_solver.json,,1773676112
54,humaneval_HumanEval/83,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676113-wiJqyo5Pe34TUiKOKfTq,0,syntax_error,0,119,1692,1811,9383,0.004265699999999999,usage_estimate,,0.004265699999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0054_humaneval_HumanEval_83_solver.json,,1773676131
55,humaneval_HumanEval/60,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676131-eF0ulDTAyyMsm0JvnXa7,1,ok,1,189,716,905,5194,0.0018467,usage_estimate,,0.0018467,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0055_humaneval_HumanEval_60_solver.json,,1773676146
56,humaneval_HumanEval/18,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676146-34k3iYRZLqZZk0os2EyE,1,ok,1,167,1091,1258,6026,0.0027776,usage_estimate,,0.0027776,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0056_humaneval_HumanEval_18_solver.json,,1773676161
57,gsm8k_681,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676161-6tyEZYrNj5HXNKrwJSDl,1,ok,1,144,736,880,3909,0.0018832,usage_estimate,,0.0018832,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0057_gsm8k_681_solver.json,,1773676175
58,gsm8k_816,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676175-ncnVycUhofhjlObNW4L3,1,ok,1,127,323,450,6029,0.0008456,usage_estimate,,0.0008456,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0058_gsm8k_816_solver.json,,1773676190
59,gsm8k_1046,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676190-gmaGgP3Pv1XGCBvccI2T,0,wrong_answer,1,128,641,769,4422,0.0016409,usage_estimate,,0.0016409,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0059_gsm8k_1046_solver.json,,1773676204
60,gsm8k_300,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676205-IPvLSAEhidaVSa0pdkEo,1,ok,1,147,191,338,3355,0.0005216,usage_estimate,,0.0005216,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0060_gsm8k_300_solver.json,,1773676217
61,humaneval_HumanEval/147,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676218-KzPtPARFJGP8l1gKJj67,1,ok,1,256,1920,2176,10849,0.004876800000000001,usage_estimate,,0.004876800000000001,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0061_humaneval_HumanEval_147_solver.json,,1773676237
62,humaneval_HumanEval/6,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676238-W6PHQKtBp5W3N8rYJHiK,1,ok,1,192,938,1130,11424,0.0024026,usage_estimate,,0.0024026,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0062_humaneval_HumanEval_6_solver.json,,1773676258
63,gsm8k_221,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676259-vMTt3clhkSG5A1pTOdmx,1,ok,1,150,287,437,3157,0.0007624999999999999,usage_estimate,,0.0007624999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0063_gsm8k_221_solver.json,,1773676271
64,gsm8k_382,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676271-TBPgNDcmyofyqnJLQGJ8,1,ok,1,141,365,506,2872,0.0009547999999999999,usage_estimate,,0.0009547999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0064_gsm8k_382_solver.json,,1773676283
65,gsm8k_1066,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676283-LgeIOMvQRICJP5iLmAFV,1,ok,1,131,482,613,3841,0.0012442999999999998,usage_estimate,,0.0012442999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0065_gsm8k_1066_solver.json,,1773676295
66,gsm8k_1159,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676296-xziTIzK899doh9BhJkPc,1,ok,1,155,794,949,5014,0.0020315,usage_estimate,,0.0020315,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0066_gsm8k_1159_solver.json,,1773676309
67,gsm8k_677,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676310-8NQSS8JPFBa7KbmJrh5y,1,ok,1,206,133,339,4040,0.0003943,usage_estimate,,0.0003943,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0067_gsm8k_677_solver.json,,1773676324
68,gsm8k_1043,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676325-8ieyknObt1FzHqR7ui50,1,ok,1,142,371,513,2910,0.0009701,usage_estimate,,0.0009701,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0068_gsm8k_1043_solver.json,,1773676336
69,gsm8k_807,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676336-xF4rmooYARuKDecC2NJP,1,ok,1,156,550,706,4469,0.0014218000000000002,usage_estimate,,0.0014218000000000002,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0069_gsm8k_807_solver.json,,1773676350
70,humaneval_HumanEval/63,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676350-zgzdC4CTS0jkh56vBMN9,1,ok,1,228,991,1219,4945,0.0025459,usage_estimate,,0.0025459,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0070_humaneval_HumanEval_63_solver.json,,1773676369
71,humaneval_HumanEval/34,humaneval,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676369-PsmGUUZNBruj4y2Kk5NH,1,ok,1,149,396,545,3548,0.0010347,usage_estimate,,0.0010347,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0071_humaneval_HumanEval_34_solver.json,,1773676383
72,gsm8k_772,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676383-YzxVElIojgu3In7aKQsh,1,ok,1,167,587,754,4078,0.0015175999999999998,usage_estimate,,0.0015175999999999998,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0072_gsm8k_772_solver.json,,1773676396
73,gsm8k_106,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676396-DQY13yhQa0B4HSObhTme,1,ok,1,135,663,798,4542,0.0016979999999999999,usage_estimate,,0.0016979999999999999,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0073_gsm8k_106_solver.json,,1773676409
74,gsm8k_1150,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676409-CVy2qwwB4GjqAUxFFx3m,1,ok,1,125,138,263,2590,0.0003825,usage_estimate,,0.0003825,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0074_gsm8k_1150_solver.json,,1773676421
75,gsm8k_939,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676421-gL9fbLiXlRwaOlahzkBv,1,ok,1,174,449,623,2770,0.0011747,usage_estimate,,0.0011747,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0075_gsm8k_939_solver.json,,1773676433
76,gsm8k_1137,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676433-Qah3ivi0IcxiaDrrdwfz,1,ok,1,178,753,931,3714,0.0019359,usage_estimate,,0.0019359,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0076_gsm8k_1137_solver.json,,1773676445
77,gsm8k_1281,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676448-adZJnqCuKPJWgC6oMg8s,1,ok,1,132,298,430,4671,0.0007846,usage_estimate,,0.0007846,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0077_gsm8k_1281_solver.json,,1773676460
78,gsm8k_443,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676461-xusIVZOS3wAl6mUrwsI4,1,ok,1,173,1158,1331,7061,0.0029469,usage_estimate,,0.0029469,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0078_gsm8k_443_solver.json,,1773676476
79,gsm8k_258,gsm8k,single_best,gemini25flash,google/gemini-2.5-flash,gen-1773676477-Ngqz2C8SuopCy0CtGBkx,0,wrong_answer,1,147,241,388,3814,0.0006466,usage_estimate,,0.0006466,0,,/disk0/home/gaohaoyu/multi-agent-sys_2/outputs/raw/single_best/0079_gsm8k_258_solver.json,,1773676490
